Granule,exposure,lat0,lon0,steps,reg_status,VIIRS_Ref,verf_pnts,mu_dx,mu_dy,sig_dx,sig_dy,LPA,LZA0,solar_contam,aurora_pix,lightning_pix,mu_city_vis,mu_city_uv,mu_full_vis,mu_full_uv,mu_aurora,mu_lightning,sig_city_vis,sig_city_uv,sig_full_vis,sig_full_uv,sig_aurora,sig_lightning
TEMPO_RADT_L1_V04_20251004T103627Z_S001G04,6.297664,33.707497,-106.520355,117,1,VNP46A3_A2025274,176,-2.827751e-02,-0.000570,0.042287,0.057443,36.500786,97.227219,0.000000,0,60,2.452564e-02,0.015947,0.032445,0.023273,0.001152,0.008242,1.007410,1.181891,1.737224,1.496314,0.111144,0.448455
TEMPO_RADT_L1_V04_20251004T104857Z_S001G05,6.297664,33.931751,-113.147514,117,1,VNP46A3_A2025274,176,-2.827751e-02,-0.000570,0.042287,0.057443,36.500786,94.289978,0.000000,0,7,3.282160e-02,0.020324,0.042459,0.039294,0.001329,0.011283,0.993923,1.178898,1.717422,1.492767,0.110991,0.445545
TEMPO_RADT_L1_V04_20251004T110128Z_S001G06,6.297664,34.257999,-120.351616,116,1,VNP46A3_A2025274,176,-2.827751e-02,-0.000570,0.042287,0.057443,36.500786,90.944252,0.000000,0,4,1.402537e-02,0.016356,0.008071,0.039185,0.001312,0.011596,1.003309,1.191308,1.736461,1.514225,0.112868,0.448128
TEMPO_RADT_L1_V04_20251005T003317Z_S013G01,6.297664,34.223743,-63.290894,117,1,VNP46A3_A2025274,173,-4.369094e-03,0.005911,0.026382,0.057021,28.572853,47.868031,0.000000,0,28,6.787763e-02,0.041721,0.086606,0.061811,0.000318,0.010667,1.314322,1.271721,2.424881,1.630202,0.109719,0.451134
TEMPO_RADT_L1_V04_20251005T004547Z_S013G02,6.297664,33.932438,-70.336334,117,1,VNP46A3_A2025274,173,-4.369094e-03,0.005911,0.026382,0.057021,28.572853,49.553291,0.000000,0,97,6.406270e-02,0.034729,0.071512,0.039049,0.000405,0.007502,1.338013,1.283387,2.456593,1.623317,0.109286,0.443183
TEMPO_RADT_L1_V04_20251005T005817Z_S013G03,6.297664,33.731979,-76.878494,117,1,VNP46A3_A2025274,173,-4.369094e-03,0.005911,0.026382,0.057021,28.572853,51.263485,0.000000,0,0,1.205710e-02,0.006569,0.044521,0.024619,0.000341,0.009252,1.244650,1.266271,2.217378,1.584500,0.108637,0.438433
TEMPO_RADT_L1_V04_20251005T011048Z_S013G04,6.297664,33.607296,-83.116364,117,1,VNP46A3_A2025274,173,-4.369094e-03,0.005911,0.026382,0.057021,28.572853,53.003735,0.000000,1,58,-7.741178e-03,0.003818,0.040575,0.007647,0.000319,0.004847,1.397640,1.316546,2.502416,1.639002,0.109263,0.438473
TEMPO_RADT_L1_V04_20251005T012318Z_S013G05,6.297664,33.556816,-89.193436,117,1,VNP46A3_A2025274,173,-4.369094e-03,0.005911,0.026382,0.057021,28.572853,54.812317,0.000000,0,43,7.039386e-03,0.009769,0.040461,-0.003021,0.000487,0.002094,1.450001,1.324812,2.634268,1.656359,0.109231,0.437505
TEMPO_RADT_L1_V04_20251005T013549Z_S013G06,6.297664,33.573082,-95.236198,116,1,VNP46A3_A2025274,173,-4.369094e-03,0.005911,0.026382,0.057021,28.572853,56.728928,0.000000,0,51,3.888855e-02,-0.027593,0.086942,-0.047227,0.000524,-0.003383,1.214302,1.282448,2.153067,1.641807,0.109341,0.439994
TEMPO_RADT_L1_V04_20251005T095823Z_S001G01,6.297664,33.513832,-88.097359,117,1,VNP46A3_A2025274,177,-1.099047e-02,0.002393,0.034596,0.070903,23.373215,91.641670,0.000000,0,70,-2.924577e-02,0.000549,-0.040785,-0.000787,0.000338,0.006771,1.062263,1.225301,1.810761,1.556119,0.109929,0.459490
TEMPO_RADT_L1_V04_20251005T101053Z_S001G02,6.297664,33.518234,-94.129768,117,1,VNP46A3_A2025274,177,-1.099047e-02,0.002393,0.034596,0.070903,23.373215,89.116547,0.000000,0,74,1.060086e-02,-0.012736,0.026685,-0.018944,0.000380,0.005499,1.037949,1.223333,1.786093,1.547158,0.109036,0.454357
TEMPO_RADT_L1_V04_20251005T102323Z_S001G03,6.297664,33.583099,-100.226906,117,1,VNP46A3_A2025274,177,-1.099047e-02,0.002393,0.034596,0.070903,23.373215,86.549400,0.000000,0,0,1.062453e-02,-0.002817,0.029128,-0.001610,0.000596,0.009110,1.043845,1.209362,1.789583,1.521180,0.109493,0.452144
TEMPO_RADT_L1_V04_20251005T103554Z_S001G04,6.297664,33.714645,-106.507904,117,1,VNP46A3_A2025274,177,-1.099047e-02,0.002393,0.034596,0.070903,23.373215,83.858253,0.000000,0,0,1.844806e-02,0.019381,0.018315,0.023571,0.000701,0.009314,1.019480,1.180774,1.757046,1.495047,0.108951,0.450358
TEMPO_RADT_L1_V04_20251005T104824Z_S001G05,6.297664,33.941975,-113.137947,117,1,VNP46A3_A2025274,177,-1.099047e-02,0.002393,0.034596,0.070903,23.373215,80.919823,0.000000,0,4,2.887190e-02,0.019202,0.034112,0.032174,0.000682,0.011317,1.018977,1.190602,1.768870,1.508286,0.109173,0.455305
TEMPO_RADT_L1_V04_20251005T110055Z_S001G06,6.297664,34.270115,-120.345222,116,1,VNP46A3_A2025274,177,-1.099047e-02,0.002393,0.034596,0.070903,23.373215,77.581657,0.000000,0,2,1.488708e-02,0.016098,0.010039,0.025929,0.000619,0.010474,1.055936,1.211762,1.863576,1.532912,0.109564,0.453466
TEMPO_RADT_L1_V04_20251006T003313Z_S015G01,6.297664,34.216587,-63.297169,117,1,VNP46A3_A2025274,162,-9.043330e-03,0.005774,0.031477,0.059889,15.234448,48.806625,0.000000,0,27,7.008803e-02,0.037522,0.062828,0.063166,0.001213,0.013854,1.597673,1.389848,2.960482,1.803323,0.111090,0.473347
TEMPO_RADT_L1_V04_20251006T004543Z_S015G02,6.297664,33.921986,-70.349663,117,1,VNP46A3_A2025274,162,-9.043330e-03,0.005774,0.031477,0.059889,15.234448,51.314125,0.000000,0,28,6.142879e-02,0.041554,0.050486,0.055688,0.000973,0.012733,1.542169,1.349126,2.843826,1.718817,0.110087,0.465602
TEMPO_RADT_L1_V04_20251006T005813Z_S015G03,6.297664,33.724678,-76.888947,117,1,VNP46A3_A2025274,162,-9.043330e-03,0.005774,0.031477,0.059889,15.234448,53.662334,0.000000,0,6,9.743065e-03,0.007395,0.033886,0.020102,0.000938,0.010510,1.395411,1.345113,2.511469,1.697344,0.110212,0.461701
TEMPO_RADT_L1_V04_20251006T011044Z_S015G04,6.297664,33.604267,-83.123695,117,1,VNP46A3_A2025274,162,-9.043330e-03,0.005774,0.031477,0.059889,15.234448,55.917759,0.000000,0,24,2.648307e-02,0.013868,0.092653,0.012900,0.000739,0.007067,1.596198,1.368895,2.868901,1.727669,0.109665,0.457629
TEMPO_RADT_L1_V04_20251006T012314Z_S015G05,6.297664,33.554085,-89.197311,117,1,VNP46A3_A2025274,162,-9.043330e-03,0.005774,0.031477,0.059889,15.234448,58.152870,0.000000,0,97,3.929120e-02,0.012864,0.079337,0.002746,0.000645,0.003740,1.678061,1.359334,3.045491,1.724651,0.110284,0.458491
TEMPO_RADT_L1_V04_20251006T013545Z_S015G06,6.297664,33.570869,-95.242332,116,1,VNP46A3_A2025274,162,-9.043330e-03,0.005774,0.031477,0.059889,15.234448,60.438950,0.000000,0,119,3.867411e-02,-0.025818,0.076038,-0.039207,0.000406,0.003616,1.354770,1.352479,2.432798,1.727187,0.110825,0.461223
TEMPO_RADT_L1_V04_20251006T095751Z_S001G01,6.297664,33.510109,-88.113220,117,1,VNP46A3_A2025274,178,-3.775148e-02,0.017107,0.043492,0.064378,9.967747,77.819908,0.000000,0,37,2.327474e-02,0.010490,0.071619,0.002869,0.000792,0.011590,1.186478,1.267754,2.101227,1.618139,0.110718,0.483322
TEMPO_RADT_L1_V04_20251006T101021Z_S001G02,6.297664,33.511280,-94.152145,117,1,VNP46A3_A2025274,178,-3.775148e-02,0.017107,0.043492,0.064378,9.967747,75.279427,0.000000,0,8,7.325989e-03,-0.010950,0.018972,-0.011639,0.000824,0.010903,1.183622,1.283673,2.109470,1.644998,0.110322,0.480824
TEMPO_RADT_L1_V04_20251006T102251Z_S001G03,6.297664,33.572651,-100.257881,117,1,VNP46A3_A2025274,178,-3.775148e-02,0.017107,0.043492,0.064378,9.967747,72.697739,0.000000,0,13,-1.134684e-02,-0.005119,-0.031745,0.006458,0.001049,0.015290,1.244480,1.285520,2.221355,1.645410,0.110700,0.480892
TEMPO_RADT_L1_V04_20251006T103522Z_S001G04,6.297664,33.701859,-106.544106,117,1,VNP46A3_A2025274,178,-3.775148e-02,0.017107,0.043492,0.064378,9.967747,69.998772,0.000000,0,0,1.725718e-02,0.020213,0.019007,0.024373,0.001024,0.012797,1.182273,1.256063,2.116521,1.617748,0.110870,0.477816
TEMPO_RADT_L1_V04_20251006T104752Z_S001G05,6.297664,33.929173,-113.174919,117,1,VNP46A3_A2025274,178,-3.775148e-02,0.017107,0.043492,0.064378,9.967747,67.063393,0.000000,0,7,3.147885e-02,0.015101,0.050542,0.025542,0.001146,0.013879,1.152560,1.264888,2.068892,1.625982,0.110854,0.478348
TEMPO_RADT_L1_V04_20251006T110023Z_S001G06,6.297664,34.259071,-120.383202,116,1,VNP46A3_A2025274,178,-3.775148e-02,0.017107,0.043492,0.064378,9.967747,63.740757,0.000000,0,0,2.384370e-02,0.015140,0.039992,0.030285,0.001101,0.017022,1.410050,1.312351,2.633143,1.677943,0.111162,0.481468
TEMPO_RADT_L1_V04_20251007T003311Z_S015G01,6.297664,34.221191,-63.299915,117,1,VNP46A3_A2025274,145,2.057290e-02,-0.027808,0.036400,0.043002,2.625539,52.679115,0.000000,0,2,8.135553e-02,0.042490,-0.002262,0.071370,0.000910,0.011179,1.946275,1.524918,3.490556,1.963876,0.110747,0.462687
TEMPO_RADT_L1_V04_20251007T004541Z_S015G02,6.297664,33.928761,-70.350327,117,1,VNP46A3_A2025274,145,2.057290e-02,-0.027808,0.036400,0.043002,2.625539,55.734177,0.000000,0,84,7.865739e-02,0.032161,-0.090641,0.038831,0.000505,0.006799,1.989751,1.589266,3.485901,2.011503,0.110407,0.448330
TEMPO_RADT_L1_V04_20251007T005811Z_S015G03,6.297664,33.728565,-76.890884,117,1,VNP46A3_A2025274,145,2.057290e-02,-0.027808,0.036400,0.043002,2.625539,58.483047,0.000000,0,68,1.671206e-02,0.016525,-0.117328,0.016271,0.000474,0.004297,2.258017,1.769455,3.935840,2.210972,0.110223,0.444207
TEMPO_RADT_L1_V04_20251007T011042Z_S015G04,6.297664,33.606998,-83.128624,117,1,VNP46A3_A2025274,145,2.057290e-02,-0.027808,0.036400,0.043002,2.625539,61.045158,0.000000,0,41,2.967302e-02,0.021526,-0.041122,0.023927,0.000252,0.004178,2.095205,1.628980,3.707260,2.031594,0.109252,0.442351
TEMPO_RADT_L1_V04_20251007T012312Z_S015G05,6.297664,33.559177,-89.203484,117,1,VNP46A3_A2025274,145,2.057290e-02,-0.027808,0.036400,0.043002,2.625539,63.518944,0.000000,0,7,7.561352e-02,0.037978,0.017901,0.036162,0.000475,0.004249,2.175786,1.624756,3.874899,2.045883,0.109944,0.443404
TEMPO_RADT_L1_V04_20251007T013543Z_S015G06,6.297664,33.575935,-95.249466,116,1,VNP46A3_A2025274,145,2.057290e-02,-0.027808,0.036400,0.043002,2.625539,65.992760,0.000000,0,121,3.093164e-02,-0.019021,0.003004,-0.029346,0.000370,0.001444,1.708309,1.515883,3.080223,1.921144,0.110784,0.447547
TEMPO_RADT_L1_V04_20251008T011940Z_S010G01,6.297664,33.563103,-88.099831,131,1,VNP46A3_A2025274,106,4.022671e-03,0.044293,0.030348,0.041768,13.073543,70.104691,0.000000,0,4,1.303879e-02,0.019648,0.024787,0.019111,0.000106,0.000779,1.189416,1.235290,2.110660,1.524869,0.107394,0.416513
TEMPO_RADT_L1_V04_20251008T013340Z_S010G02,6.297664,33.568714,-94.872795,130,1,VNP46A3_A2025274,106,4.022671e-03,0.044293,0.030348,0.041768,13.073543,72.913689,0.000000,0,10,1.552135e-02,-0.002138,0.028401,0.000073,0.000106,0.001641,1.148319,1.226864,2.017337,1.517632,0.107556,0.415554
TEMPO_RADT_L1_V04_20251008T095646Z_S001G01,6.297664,33.513447,-88.104645,117,1,VNP46A3_A2025274,179,-3.366088e-02,-0.005187,0.041990,0.082660,18.281574,49.305218,0.000000,0,10,1.314729e-02,0.012999,0.045674,0.008925,-0.000361,-0.001981,1.418999,1.345462,2.571322,1.662434,0.108863,0.418961
TEMPO_RADT_L1_V04_20251008T100916Z_S001G02,6.297664,33.514091,-94.143364,117,1,VNP46A3_A2025274,179,-3.366088e-02,-0.005187,0.041990,0.082660,18.281574,46.758385,0.000000,0,15,1.461261e-02,-0.005841,0.042171,-0.005388,-0.000010,0.000399,1.396478,1.332668,2.540704,1.657416,0.108760,0.419604
TEMPO_RADT_L1_V04_20251008T102146Z_S001G03,6.297664,33.577656,-100.239670,117,1,VNP46A3_A2025274,179,-3.366088e-02,-0.005187,0.041990,0.082660,18.281574,44.188980,0.000000,0,27,3.769093e-02,0.008470,0.055753,0.011635,0.000435,0.000490,1.675297,1.437976,3.041002,1.788674,0.109825,0.419957
TEMPO_RADT_L1_V04_20251008T103417Z_S001G04,6.297664,33.710083,-106.515205,117,1,VNP46A3_A2025274,179,-3.366088e-02,-0.005187,0.041990,0.082660,18.281574,41.519821,0.000000,0,23,7.958121e-02,0.024484,0.118388,0.026440,0.000421,0.001360,1.762611,1.491575,3.245588,1.862159,0.110093,0.420257
TEMPO_RADT_L1_V04_20251008T104647Z_S001G05,6.297664,33.937206,-113.140648,117,1,VNP46A3_A2025274,179,-3.366088e-02,-0.005187,0.041990,0.082660,18.281574,38.639137,0.000000,0,7,4.370427e-02,0.024921,0.032884,0.035596,-0.000111,0.002815,1.686931,1.418427,3.098841,1.761578,0.108994,0.422629
TEMPO_RADT_L1_V04_20251008T105918Z_S001G06,6.297664,34.263493,-120.346451,116,1,VNP46A3_A2025274,179,-3.366088e-02,-0.005187,0.041990,0.082660,18.281574,35.425003,0.000000,0,3,4.393066e-02,0.022520,0.058670,0.039799,-0.000055,0.003942,1.624921,1.387225,3.028818,1.735464,0.111461,0.425413
TEMPO_RADT_L1_V04_20251009T003307Z_S015G01,6.297664,34.205128,-63.305862,117,1,VNP46A3_A2025274,176,1.222216e-02,0.013588,0.031072,0.042334,26.766531,67.114815,0.000000,0,18,4.687900e-02,0.037793,0.047202,0.039531,0.000327,0.001313,1.150979,1.192541,2.099778,1.506498,0.108218,0.427316
TEMPO_RADT_L1_V04_20251009T004537Z_S015G02,6.297664,33.913536,-70.355888,117,1,VNP46A3_A2025274,176,1.222216e-02,0.013588,0.031072,0.042334,26.766531,70.464035,0.000000,0,109,2.406809e-02,0.039138,-0.012133,0.035558,0.000226,0.001924,1.127376,1.188484,2.046076,1.482679,0.108114,0.421191
TEMPO_RADT_L1_V04_20251009T005807Z_S015G03,6.297664,33.718693,-76.889511,117,1,VNP46A3_A2025274,176,1.222216e-02,0.013588,0.031072,0.042334,26.766531,73.369705,0.000000,0,76,3.453765e-03,-0.002808,0.024742,0.000007,0.000014,0.001548,1.143195,1.229771,2.036380,1.524113,0.107993,0.420034
TEMPO_RADT_L1_V04_20251009T011038Z_S015G04,6.297664,33.601219,-83.117493,117,1,VNP46A3_A2025274,176,1.222216e-02,0.013588,0.031072,0.042334,26.766531,75.994896,0.000000,0,19,-3.310595e-02,-0.008330,-0.011965,-0.003245,0.000093,0.002524,1.132005,1.224230,1.953401,1.510348,0.107167,0.419976
TEMPO_RADT_L1_V04_20251009T012308Z_S015G05,6.297664,33.554913,-89.197510,117,1,VNP46A3_A2025274,176,1.222216e-02,0.013588,0.031072,0.042334,26.766531,78.470482,0.000000,0,0,-3.575822e-03,0.005721,0.008714,0.007261,0.000196,0.001636,1.083118,1.196865,1.881622,1.483154,0.107347,0.420937
TEMPO_RADT_L1_V04_20251009T013539Z_S015G06,6.297664,33.573555,-95.245827,116,1,VNP46A3_A2025274,176,1.222216e-02,0.013588,0.031072,0.042334,26.766531,80.879570,0.000000,0,167,2.355102e-02,-0.028876,0.046121,-0.031495,0.000048,-0.000411,1.072475,1.229436,1.865917,1.572112,0.109013,0.430960
TEMPO_RADT_L1_V04_20251009T095614Z_S001G01,12.595327,33.513763,-93.268959,117,1,VNP46A3_A2025274,167,-2.750189e-02,0.003387,0.047994,0.097187,32.450363,31.861006,0.000000,0,6,-2.993325e-02,-0.003548,-0.053130,-0.023603,-0.000206,-0.001198,1.111505,0.980493,2.041313,1.234001,0.077725,0.314722
TEMPO_RADT_L1_V04_20251009T102102Z_S001G02,12.595327,33.562180,-99.361916,116,1,VNP46A3_A2025274,167,-2.750189e-02,0.003387,0.047994,0.097187,32.450363,31.717159,0.000000,0,27,-1.876654e-04,-0.002975,0.020457,-0.009299,-0.000029,0.001489,1.192095,1.036429,2.214132,1.304379,0.077993,0.310416
TEMPO_RADT_L1_V04_20251009T104537Z_S001G03,12.595327,33.673882,-105.548477,116,1,VNP46A3_A2025274,167,-2.750189e-02,0.003387,0.047994,0.097187,32.450363,31.473431,0.000000,0,189,4.417280e-02,0.018201,0.086793,0.019267,0.000119,0.002401,1.146369,1.040880,2.124747,1.316722,0.077727,0.313623
TEMPO_RADT_L1_V04_20251009T111013Z_S001G04,12.595327,33.886700,-112.055786,116,1,VNP46A3_A2025274,167,-2.750189e-02,0.003387,0.047994,0.097187,32.450363,30.991642,0.000000,0,2,1.395358e-01,0.023915,0.271660,0.042791,0.000418,0.006358,1.179176,1.021048,2.182782,1.297215,0.078448,0.313959
TEMPO_RADT_L1_V04_20251009T113448Z_S001G05,12.595327,34.188236,-119.071968,116,1,VNP46A3_A2025274,167,-2.750189e-02,0.003387,0.047994,0.097187,32.450363,30.132168,0.000000,0,17,3.228117e-02,0.016773,0.062496,0.058092,0.000560,0.009565,1.407119,1.141376,2.691981,1.433575,0.078894,0.318672
TEMPO_RADT_L1_V04_20251009T235115Z_S015G01,12.595327,34.171936,-63.981182,138,1,VNP46A3_A2025274,133,-2.610646e-02,-0.046945,0.036859,0.037833,40.464119,83.008011,0.000000,0,15,5.637703e-02,0.035935,0.075450,0.051675,-0.000077,0.004382,0.786666,0.860680,1.419310,1.214972,0.079798,0.330637
TEMPO_RADT_L1_V04_20251010T002030Z_S015G02,12.595327,33.855392,-72.159393,138,1,VNP46A3_A2025274,133,-2.610646e-02,-0.046945,0.036859,0.037833,40.464119,83.974541,0.000000,0,43,5.269676e-02,0.023536,0.079616,0.017462,0.000033,0.000235,0.756959,0.845851,1.353878,1.065712,0.078992,0.306771
TEMPO_RADT_L1_V04_20251010T004945Z_S015G03,12.595327,33.660049,-79.725418,138,1,VNP46A3_A2025274,133,-2.610646e-02,-0.046945,0.036859,0.037833,40.464119,84.426094,0.000000,0,63,-5.890334e-02,-0.013888,-0.086941,-0.011901,0.000286,0.001203,0.823410,0.886224,1.413889,1.127023,0.078818,0.307114
TEMPO_RADT_L1_V04_20251010T011901Z_S015G04,12.595327,33.564960,-86.924812,137,1,VNP46A3_A2025274,133,-2.610646e-02,-0.046945,0.036859,0.037833,40.464119,84.601906,0.000000,0,46,-2.748324e-02,-0.023630,-0.036414,-0.028068,-0.000074,0.002387,0.802308,0.882656,1.389156,1.116255,0.077200,0.310931
TEMPO_RADT_L1_V04_20251010T095542Z_S001G01,12.595327,33.523785,-93.259064,117,1,VNP46A3_A2025274,150,-1.442075e-02,0.001127,0.044120,0.079206,46.276745,17.859848,0.000000,0,215,-5.232002e-03,-0.014007,-0.006978,-0.057606,-0.000114,-0.005731,1.148518,1.022184,2.120037,1.326065,0.081248,0.324745
TEMPO_RADT_L1_V04_20251010T102030Z_S001G02,12.595327,33.573582,-99.347870,116,1,VNP46A3_A2025274,150,-1.442075e-02,0.001127,0.044120,0.079206,46.276745,17.733473,0.000000,0,23,3.235836e-02,-0.014758,0.089338,-0.021279,0.000192,0.003570,1.059760,0.984487,1.934781,1.262792,0.078972,0.322180
TEMPO_RADT_L1_V04_20251010T104505Z_S001G03,12.595327,33.685551,-105.528923,116,1,VNP46A3_A2025274,150,-1.442075e-02,0.001127,0.044120,0.079206,46.276745,17.522013,0.000000,0,157,-2.509658e-02,0.019523,-0.075262,0.022942,0.000220,0.004104,1.142927,0.996152,2.130750,1.270913,0.078022,0.315166
TEMPO_RADT_L1_V04_20251010T110941Z_S001G04,12.595327,33.895844,-112.031982,116,1,VNP46A3_A2025274,150,-1.442075e-02,0.001127,0.044120,0.079206,46.276745,17.100128,0.000000,0,133,5.851654e-02,0.026171,0.105174,0.043901,0.000128,0.006532,1.207915,0.992303,2.269154,1.265211,0.079063,0.320764
TEMPO_RADT_L1_V04_20251010T113416Z_S001G05,12.595327,34.194939,-119.049225,116,1,VNP46A3_A2025274,150,-1.442075e-02,0.001127,0.044120,0.079206,46.276745,16.343307,0.000000,0,9,2.104755e-02,0.019691,0.036576,0.065164,0.000195,0.012457,1.162729,1.029053,2.188338,1.451539,0.081921,0.362833
TEMPO_RADT_L1_V04_20251010T235115Z_S015G01,12.595327,34.173191,-63.966988,138,1,VNP46A3_A2025274,120,-6.127623e-02,-0.001257,0.046007,0.087026,54.165287,91.963493,0.000000,0,37,6.058063e-02,0.031569,0.082691,0.059378,0.000542,0.007842,0.750808,0.851495,1.337287,1.205052,0.078754,0.338676
TEMPO_RADT_L1_V04_20251011T002030Z_S015G02,12.595327,33.848011,-72.159843,138,1,VNP46A3_A2025274,120,-6.127623e-02,-0.001257,0.046007,0.087026,54.165287,92.929695,0.000000,0,123,3.942611e-02,0.020213,0.047964,0.023191,0.000238,0.003235,0.734312,0.839424,1.296176,1.062867,0.076858,0.309717
TEMPO_RADT_L1_V04_20251011T004945Z_S015G03,12.595327,33.644291,-79.736839,138,1,VNP46A3_A2025274,120,-6.127623e-02,-0.001257,0.046007,0.087026,54.165287,93.405693,0.000000,0,271,-3.850372e-02,-0.013380,-0.042102,-0.026390,-0.000120,-0.001234,0.814133,0.882169,1.386845,1.136293,0.077268,0.311511
TEMPO_RADT_L1_V04_20251011T011901Z_S015G04,12.595327,33.545097,-86.943512,137,1,VNP46A3_A2025274,120,-6.127623e-02,-0.001257,0.046007,0.087026,54.165287,93.609108,0.000000,0,100,-3.533992e-02,-0.017425,-0.051541,-0.031799,-0.000064,-0.001057,0.794507,0.878725,1.367694,1.116693,0.076946,0.308981
TEMPO_RADT_L1_V04_20251011T235116Z_S015G01,12.595327,34.165154,-63.987549,138,1,VNP46A3_A2025274,120,2.901119e-02,0.031294,0.042806,0.069048,67.568985,100.856674,0.000000,36,3,4.820706e-02,0.029440,0.064606,0.040325,0.000499,0.002947,0.738098,0.845548,1.306178,1.095615,0.079301,0.321828
TEMPO_RADT_L1_V04_20251012T002031Z_S015G02,12.595327,33.851669,-72.152512,138,1,VNP46A3_A2025274,120,2.901119e-02,0.031294,0.042806,0.069048,67.568985,101.751541,0.000000,0,411,3.403931e-02,0.008978,0.045037,-0.002198,-0.000520,-0.002505,0.724928,0.839412,1.274266,1.055857,0.078030,0.307323
TEMPO_RADT_L1_V04_20251012T004946Z_S015G03,12.595327,33.657448,-79.708549,138,1,VNP46A3_A2025274,120,2.901119e-02,0.031294,0.042806,0.069048,67.568985,102.204597,0.000000,0,40,-1.001766e-02,0.003650,-0.001317,0.004253,0.000497,0.001957,0.776173,0.864263,1.331534,1.075350,0.077725,0.302470
TEMPO_RADT_L1_V04_20251012T011902Z_S015G04,12.595327,33.564919,-86.896843,137,1,VNP46A3_A2025274,120,2.901119e-02,0.031294,0.042806,0.069048,67.568985,102.405075,0.000000,0,12,-4.634252e-02,-0.024561,-0.066847,-0.018822,-0.000567,0.002968,0.795362,0.877942,1.369555,1.132942,0.078618,0.320969
TEMPO_RADT_L1_V04_20251012T095439Z_S001G01,12.595327,33.526382,-93.253029,117,1,VNP46A3_A2025274,139,1.036985e-03,0.002156,0.042283,0.085376,73.112305,12.097699,0.000000,0,6,-9.029051e-03,-0.001574,-0.006414,-0.020363,-0.000227,-0.002861,0.820392,0.919531,1.449214,1.258468,0.081143,0.346869
TEMPO_RADT_L1_V04_20251012T101927Z_S001G02,12.595327,33.578777,-99.338440,116,1,VNP46A3_A2025274,139,1.036985e-03,0.002156,0.042283,0.085376,73.112305,12.235909,0.000000,0,33,-6.443758e-03,-0.029627,0.003828,-0.033683,0.000706,0.000211,0.854124,0.928149,1.512248,1.191544,0.079564,0.317814
TEMPO_RADT_L1_V04_20251012T104402Z_S001G03,12.595327,33.690796,-105.518402,116,1,VNP46A3_A2025274,139,1.036985e-03,0.002156,0.042283,0.085376,73.112305,12.508662,0.000000,0,41,3.566610e-02,0.018968,0.067563,0.021821,0.000430,0.002884,0.872114,0.895302,1.571610,1.122494,0.078309,0.305603
TEMPO_RADT_L1_V04_20251012T110838Z_S001G04,12.595327,33.904133,-112.018967,116,1,VNP46A3_A2025274,139,1.036985e-03,0.002156,0.042283,0.085376,73.112305,13.074005,0.000000,0,32,1.610868e-02,0.024201,0.010491,0.031376,0.000097,0.002761,0.861040,0.906152,1.558017,1.172238,0.078940,0.320454
TEMPO_RADT_L1_V04_20251012T113313Z_S001G05,12.595327,34.207687,-119.036621,116,1,VNP46A3_A2025274,139,1.036985e-03,0.002156,0.042283,0.085376,73.112305,14.074298,0.000000,0,2,2.579228e-03,0.008320,-0.012735,0.029020,-0.000153,0.004983,0.870049,0.935526,1.580040,1.305370,0.082349,0.351691
TEMPO_RADT_L1_V04_20251012T235117Z_S015G01,12.595327,34.145443,-64.010529,138,1,VNP46A3_A2025274,106,4.024481e-02,-0.013879,0.031769,0.057386,80.625267,109.365608,0.000000,896,8,4.282140e-02,0.029744,0.049277,0.025063,-0.000882,0.000344,0.720492,0.853602,1.266607,1.101774,0.079117,0.335055
TEMPO_RADT_L1_V04_20251013T002032Z_S015G02,12.595327,33.832596,-72.174156,138,1,VNP46A3_A2025274,106,4.024481e-02,-0.013879,0.031769,0.057386,80.625267,110.184074,0.000000,0,372,4.668876e-02,0.020787,0.058792,0.014543,0.000300,-0.000043,0.713787,0.836428,1.251199,1.062755,0.077514,0.317200
TEMPO_RADT_L1_V04_20251013T004947Z_S015G03,12.595327,33.641479,-79.723892,138,1,VNP46A3_A2025274,106,4.024481e-02,-0.013879,0.031769,0.057386,80.625267,110.613579,0.000000,0,13,-1.118445e-02,-0.000793,0.006353,0.014354,0.000595,0.006542,0.774803,0.869448,1.327374,1.088140,0.077283,0.313496
TEMPO_RADT_L1_V04_20251013T011903Z_S015G04,12.595327,33.550106,-86.910995,137,1,VNP46A3_A2025274,106,4.024481e-02,-0.013879,0.031769,0.057386,80.625267,110.819687,0.000000,0,0,-5.353122e-02,-0.027976,-0.078006,-0.022623,0.000644,0.005981,0.794295,0.885410,1.370951,1.153783,0.078033,0.337484
TEMPO_RADT_L1_V04_20251013T095408Z_S001G01,12.595327,33.529541,-93.256561,117,1,VNP46A3_A2025274,147,-8.502333e-03,0.041186,0.033311,0.111439,86.012550,24.848265,0.000000,0,2,-2.399795e-02,-0.002824,-0.055798,-0.053545,0.000990,-0.001345,0.808733,0.898859,1.416889,1.333010,0.083707,0.382456
TEMPO_RADT_L1_V04_20251013T101856Z_S001G02,12.595327,33.582172,-99.340393,116,1,VNP46A3_A2025274,147,-8.502333e-03,0.041186,0.033311,0.111439,86.012550,24.978764,0.000000,0,0,3.971932e-02,-0.022036,0.104544,-0.051334,-0.000337,0.002446,0.820559,0.923695,1.443142,1.213497,0.079677,0.337815
