Granule,exposure,lat0,lon0,steps,reg_status,VIIRS_Ref,verf_pnts,mu_dx,mu_dy,sig_dx,sig_dy,LPA,LZA0,solar_contam,aurora_pix,lightning_pix,mu_city_vis,mu_city_uv,mu_full_vis,mu_full_uv,mu_aurora,mu_lightning,sig_city_vis,sig_city_uv,sig_full_vis,sig_full_uv,sig_aurora,sig_lightning
TEMPO_RADT_L1_V04_20240204T004224Z_S013G01,44.086323,33.536934,-88.090088,120,1,VNP46A3_A2024032,32,-2.184853e-02,0.020555,0.021381,0.062947,102.438881,164.494827,0.000000,0,232,1.305519e-03,0.003406,0.004073,0.004955,0.000185,0.002667,0.434399,0.531592,0.723406,0.816601,0.044337,0.218172
TEMPO_RADT_L1_V04_20240204T102653Z_S001G01,44.086323,33.606533,-97.285690,120,1,VNP46A3_A2024032,30,3.615699e-03,-0.037292,0.026990,0.048682,107.247025,67.627701,0.000000,0,15,1.960812e-03,0.000727,0.002872,0.002332,0.000107,0.002211,0.412107,0.528911,0.694683,0.704637,0.042666,0.196096
TEMPO_RADT_L1_V04_20240205T004211Z_S014G01,44.086323,33.532364,-88.098076,120,1,VNP46A3_A2024032,32,4.453069e-02,0.024188,0.057606,0.147855,114.409264,172.580307,0.000000,0,116,6.198745e-04,0.002490,0.001489,0.000279,0.000140,0.001478,0.426711,0.515584,0.715636,0.748315,0.043545,0.211598
TEMPO_RADT_L1_V04_20240205T102717Z_S001G01,44.086323,33.606846,-97.294121,120,1,VNP46A3_A2024032,33,5.553334e-02,0.062513,0.046317,0.094038,119.399818,76.917984,0.000000,0,14,4.551071e-03,0.002922,0.006336,0.002889,0.000138,0.001442,0.417386,0.534163,0.700163,0.682330,0.042430,0.186278
TEMPO_RADT_L1_V04_20240206T004157Z_S014G01,44.086323,33.526695,-88.049583,120,1,VNP46A3_A2024032,52,4.719482e-02,-0.014216,0.025662,0.043756,126.827133,167.061401,0.000000,0,9,-3.309526e-04,0.002913,0.000463,0.005235,0.000121,0.000500,0.428710,0.508645,0.713742,0.763338,0.044111,0.194103
TEMPO_RADT_L1_V04_20240206T102741Z_S001G01,44.086323,33.602585,-97.250061,120,1,VNP46A3_A2024032,42,-3.572393e-02,0.049843,0.030707,0.036049,132.012314,86.639832,0.000000,0,14,3.836885e-03,0.000638,0.005565,0.003334,0.000098,0.001924,0.421409,0.555783,0.708367,0.776783,0.043579,0.209377
TEMPO_RADT_L1_V04_20240207T004142Z_S011G01,44.086323,33.524323,-88.060333,120,1,VNP46A3_A2024032,50,2.172798e-02,-0.007942,0.038158,0.073211,139.707245,155.235962,0.000000,0,10,-1.381842e-03,0.003679,-0.000789,0.005634,0.000149,0.002032,0.436486,0.517605,0.725653,0.718772,0.043132,0.192942
TEMPO_RADT_L1_V04_20240207T102804Z_S001G01,44.086323,33.609150,-97.246895,120,1,VNP46A3_A2024032,32,1.700344e-03,0.012299,0.028821,0.049415,145.077087,96.660263,0.000000,0,4,1.385843e-03,0.000922,0.002985,0.002294,0.000144,0.002034,0.424729,0.550558,0.712681,0.771072,0.043630,0.210530
TEMPO_RADT_L1_V04_20240208T004127Z_S014G01,44.086323,33.521790,-88.063766,120,1,VNP46A3_A2024032,34,2.738151e-02,-0.014263,0.030910,0.074464,152.997787,142.204086,0.000000,0,15,-1.707488e-03,0.003327,-0.000074,0.007017,0.000116,0.001606,0.449072,0.514705,0.739741,0.795259,0.044375,0.205610
TEMPO_RADT_L1_V04_20240208T102826Z_S001G01,12.596092,33.590263,-93.323837,121,1,VNP46A3_A2024032,144,-4.123246e-03,0.027832,0.057825,0.125451,158.680313,109.489693,0.000000,0,4,5.595572e-03,0.010236,0.012123,-0.005639,-0.000203,-0.001646,0.737077,0.847656,1.274047,1.229752,0.078204,0.338430
TEMPO_RADT_L1_V04_20240208T105405Z_S001G02,12.596092,33.641350,-99.618340,120,1,VNP46A3_A2024032,144,-4.123246e-03,0.027832,0.057825,0.125451,158.680313,109.590942,0.000000,0,0,4.921928e-03,-0.025556,0.014314,-0.032974,0.000039,0.000282,0.750365,0.883422,1.291501,1.131558,0.076974,0.311727
TEMPO_RADT_L1_V04_20240208T111932Z_S001G03,12.596092,33.765106,-106.028389,120,1,VNP46A3_A2024032,144,-4.123246e-03,0.027832,0.057825,0.125451,158.680313,109.849411,0.000000,0,8,7.253600e-03,0.007011,0.010280,0.011243,0.000178,0.002606,0.726303,0.845370,1.257152,1.058769,0.076478,0.301855
TEMPO_RADT_L1_V04_20240208T114458Z_S001G04,12.596092,33.995049,-112.779610,120,1,VNP46A3_A2024032,144,-4.123246e-03,0.027832,0.057825,0.125451,158.680313,110.403603,0.000000,0,7,9.795269e-03,0.016346,0.008124,0.027876,0.000209,0.003681,0.711688,0.843732,1.233995,1.109748,0.076939,0.313673
TEMPO_RADT_L1_V04_20240208T121025Z_S001G05,12.596092,34.320805,-120.135765,120,1,VNP46A3_A2024032,144,-4.123246e-03,0.027832,0.057825,0.125451,158.680313,111.461182,0.000000,0,2,9.690106e-03,0.009710,0.007501,0.026329,0.000250,0.004184,0.715301,0.868019,1.240585,1.199943,0.078299,0.333911
TEMPO_RADT_L1_V04_20240209T000215Z_S014G01,12.596092,34.184490,-63.439796,121,1,VNP46A3_A2024032,125,3.243652e-02,0.016055,0.041590,0.135054,166.274826,135.062744,0.000000,0,3,1.478202e-02,0.020692,0.005485,0.031029,0.000400,0.003154,0.703592,0.853437,1.231748,1.363409,0.080425,0.361875
TEMPO_RADT_L1_V04_20240209T002754Z_S014G02,12.596092,33.884048,-70.706406,120,1,VNP46A3_A2024032,125,3.243652e-02,0.016055,0.041590,0.135054,166.274826,134.117950,0.000000,0,0,1.484091e-02,0.020559,0.007112,0.024404,0.000440,0.001557,0.705501,0.837902,1.229534,1.141576,0.077653,0.320474
TEMPO_RADT_L1_V04_20240209T005321Z_S014G03,12.596092,33.686016,-77.388702,120,1,VNP46A3_A2024032,125,3.243652e-02,0.016055,0.041590,0.135054,166.274826,133.603973,0.000000,0,2,2.650082e-03,-0.016926,0.014356,-0.017101,0.000125,0.001088,0.774631,0.877771,1.320084,1.107958,0.076462,0.303643
TEMPO_RADT_L1_V04_20240209T011847Z_S014G04,12.596092,33.567776,-83.760567,120,1,VNP46A3_A2024032,125,3.243652e-02,0.016055,0.041590,0.135054,166.274826,133.349060,0.000000,0,2,-3.561478e-04,-0.004704,0.017006,-0.003274,0.000078,0.001599,0.793221,0.869785,1.341328,1.197765,0.077463,0.319881
TEMPO_RADT_L1_V04_20240209T014414Z_S014G05,12.596092,33.525051,-89.973938,120,1,VNP46A3_A2024032,125,3.243652e-02,0.016055,0.041590,0.135054,166.274826,133.223099,0.000000,0,52,9.794927e-03,0.002467,0.016364,-0.006799,-0.000200,0.001477,0.746320,0.841713,1.286646,1.265119,0.078729,0.339683
TEMPO_RADT_L1_V04_20240209T102847Z_S001G01,12.596092,33.596157,-93.324188,121,1,VNP46A3_A2024032,131,-2.242912e-02,0.019980,0.046379,0.133085,171.852646,119.262383,0.000000,0,0,6.363497e-03,0.002215,0.012765,-0.009886,0.000098,0.000674,0.743938,0.858379,1.290109,1.151330,0.077489,0.332472
TEMPO_RADT_L1_V04_20240209T105426Z_S001G02,12.596092,33.643764,-99.622269,120,1,VNP46A3_A2024032,131,-2.242912e-02,0.019980,0.046379,0.133085,171.852646,119.339508,0.000000,0,6,5.737567e-03,-0.012645,0.016679,-0.013132,0.000007,0.001761,0.759127,0.875743,1.301652,1.128768,0.076911,0.314827
TEMPO_RADT_L1_V04_20240209T111953Z_S001G03,12.596092,33.766487,-106.028290,120,1,VNP46A3_A2024032,131,-2.242912e-02,0.019980,0.046379,0.133085,171.852646,119.560158,0.000000,0,2,7.571819e-03,0.005755,0.010817,0.006773,0.000108,0.001538,0.736194,0.850962,1.267152,1.067335,0.076283,0.304152
TEMPO_RADT_L1_V04_20240209T114519Z_S001G04,12.596092,33.988010,-112.789978,120,1,VNP46A3_A2024032,131,-2.242912e-02,0.019980,0.046379,0.133085,171.852646,120.077980,0.000000,0,2,1.007867e-02,0.014069,0.009044,0.020650,0.000064,0.002672,0.712150,0.846178,1.240921,1.090013,0.076930,0.314057
TEMPO_RADT_L1_V04_20240209T121046Z_S001G05,12.596092,34.320007,-120.134712,120,1,VNP46A3_A2024032,131,-2.242912e-02,0.019980,0.046379,0.133085,171.852646,121.081985,0.000000,0,2,1.109048e-02,0.008237,0.007555,0.020798,0.000181,0.003461,0.714999,0.870835,1.247855,1.198344,0.078428,0.350847
TEMPO_RADT_L1_V04_20240210T000158Z_S014G01,12.596092,34.163662,-63.444485,121,1,VNP46A3_A2024032,104,4.076904e-02,0.012975,0.035487,0.117737,175.630844,121.067596,0.000000,0,2,1.394266e-02,0.019415,0.004185,0.027809,0.000288,0.001448,0.703040,0.847429,1.225105,1.139893,0.077511,0.325471
TEMPO_RADT_L1_V04_20240210T002737Z_S014G02,12.596092,33.868141,-70.709602,120,1,VNP46A3_A2024032,104,4.076904e-02,0.012975,0.035487,0.117737,175.630844,120.105759,0.000000,0,4,1.433412e-02,0.023724,0.005926,0.028189,0.000199,0.002847,0.705158,0.830848,1.223794,1.060860,0.076781,0.309543
TEMPO_RADT_L1_V04_20240210T005304Z_S014G03,12.596092,33.667244,-77.395859,120,1,VNP46A3_A2024032,104,4.076904e-02,0.012975,0.035487,0.117737,175.630844,119.575356,0.000000,0,2,5.005663e-03,-0.005821,0.016295,-0.002435,0.000087,0.003441,0.760894,0.864694,1.309848,1.091407,0.076348,0.305602
TEMPO_RADT_L1_V04_20240210T011830Z_S014G04,12.596092,33.547775,-83.772324,120,1,VNP46A3_A2024032,104,4.076904e-02,0.012975,0.035487,0.117737,175.630844,119.307220,0.000000,0,8,-2.122844e-03,-0.015340,0.015795,-0.013932,0.000096,0.002911,0.788408,0.873230,1.339083,1.114771,0.076236,0.308247
TEMPO_RADT_L1_V04_20240210T014357Z_S014G05,12.596092,33.505463,-89.991684,120,1,VNP46A3_A2024032,104,4.076904e-02,0.012975,0.035487,0.117737,175.630844,119.169968,0.000000,0,17,7.961775e-03,0.000755,0.014327,-0.007367,0.000249,0.002594,0.760013,0.849901,1.298095,1.100960,0.076893,0.315633
TEMPO_RADT_L1_V04_20240210T102907Z_S001G01,12.596092,33.606926,-93.313850,121,1,VNP46A3_A2024032,130,-2.308500e-02,-0.005066,0.065360,0.204868,171.640442,127.943253,0.000000,0,25,5.293169e-03,0.009954,0.010586,-0.001029,0.000144,0.001581,0.743785,0.870860,1.285842,1.127353,0.077123,0.328253
TEMPO_RADT_L1_V04_20240210T105446Z_S001G02,12.596092,33.662224,-99.596191,120,1,VNP46A3_A2024032,130,-2.308500e-02,-0.005066,0.065360,0.204868,171.640442,127.969002,0.000000,0,29,6.376428e-03,-0.002464,0.016049,-0.004840,0.000084,0.001540,0.752414,0.868295,1.291069,1.105092,0.076510,0.311118
TEMPO_RADT_L1_V04_20240210T112013Z_S001G03,12.596092,33.782066,-106.012566,120,1,VNP46A3_A2024032,130,-2.308500e-02,-0.005066,0.065360,0.204868,171.640442,128.143402,0.000000,1,2,6.895026e-03,-0.005903,0.010408,-0.003530,0.000195,0.002485,0.733898,0.850472,1.269693,1.064019,0.076361,0.303709
TEMPO_RADT_L1_V04_20240210T114539Z_S001G04,12.596092,34.003765,-112.775627,120,1,VNP46A3_A2024032,130,-2.308500e-02,-0.005066,0.065360,0.204868,171.640442,128.583069,0.000000,0,16,9.743652e-03,0.013795,0.008695,0.020716,0.000228,0.002658,0.709909,0.851466,1.234282,1.082926,0.076843,0.310900
TEMPO_RADT_L1_V04_20240210T121106Z_S001G05,12.596092,34.329922,-120.132462,120,1,VNP46A3_A2024032,130,-2.308500e-02,-0.005066,0.065360,0.204868,171.640442,129.487244,0.000000,0,10,1.093373e-02,-0.001146,0.009842,0.010619,0.000196,0.002724,0.715493,0.891635,1.247269,1.174643,0.077954,0.338403
TEMPO_RADT_L1_V04_20240211T000141Z_S012G01,12.596092,34.173237,-63.453701,121,1,VNP46A3_A2024032,73,4.500389e-02,-0.015215,0.050229,0.137955,164.204132,106.848396,0.000000,0,32,1.216661e-02,0.009390,0.005303,0.008893,0.000015,-0.001529,0.703394,0.841331,1.227392,1.111763,0.077257,0.314864
TEMPO_RADT_L1_V04_20240211T002720Z_S012G02,12.596092,33.876118,-70.717659,120,1,VNP46A3_A2024032,73,4.500389e-02,-0.015215,0.050229,0.137955,164.204132,105.875984,0.000000,0,17,1.284799e-02,0.015533,0.006648,0.016675,0.000035,0.000417,0.704147,0.822250,1.227157,1.043884,0.076396,0.303681
TEMPO_RADT_L1_V04_20240211T005247Z_S012G03,12.596092,33.678879,-77.400154,120,1,VNP46A3_A2024032,73,4.500389e-02,-0.015215,0.050229,0.137955,164.204132,105.341370,0.000000,0,0,1.208356e-03,-0.004832,0.011798,-0.001099,0.000061,0.001703,0.758305,0.859628,1.303361,1.074143,0.076068,0.301259
TEMPO_RADT_L1_V04_20240211T011813Z_S012G04,12.596092,33.561707,-83.774399,120,1,VNP46A3_A2024032,73,4.500389e-02,-0.015215,0.050229,0.137955,164.204132,105.070396,0.000000,0,3,2.280954e-04,-0.000138,0.014547,0.001268,0.000289,0.003701,0.764580,0.849321,1.310276,1.074315,0.076047,0.301449
TEMPO_RADT_L1_V04_20240211T014340Z_S012G05,12.596092,33.510872,-90.015320,120,1,VNP46A3_A2024032,73,4.500389e-02,-0.015215,0.050229,0.137955,164.204132,104.911896,0.000000,0,31,8.437987e-03,-0.004585,0.015399,-0.005723,0.000123,0.003937,0.740603,0.843418,1.276956,1.077930,0.076193,0.308788
TEMPO_RADT_L1_V04_20240211T102927Z_S001G01,12.596092,33.595299,-93.327751,121,1,VNP46A3_A2024032,153,1.694291e-02,0.029191,0.049613,0.134858,158.187500,134.683136,0.000000,0,25,5.253128e-03,0.011415,0.012462,0.000451,0.000397,0.002332,0.740400,0.871503,1.281361,1.204035,0.078188,0.356246
TEMPO_RADT_L1_V04_20240211T105506Z_S001G02,12.596092,33.650146,-99.615433,120,1,VNP46A3_A2024032,153,1.694291e-02,0.029191,0.049613,0.134858,158.187500,134.661362,0.000000,0,280,6.409991e-03,-0.010658,0.014411,-0.026934,-0.000070,-0.002420,0.749230,0.882273,1.293230,1.150965,0.077150,0.324228
TEMPO_RADT_L1_V04_20240211T112033Z_S001G03,12.596092,33.768116,-106.027161,120,1,VNP46A3_A2024032,153,1.694291e-02,0.029191,0.049613,0.134858,158.187500,134.752136,0.000000,0,0,7.312205e-03,-0.004442,0.012359,0.001425,0.000182,0.004173,0.735299,0.863266,1.266354,1.081019,0.076755,0.304008
TEMPO_RADT_L1_V04_20240211T114559Z_S001G04,12.596092,33.987751,-112.789200,120,1,VNP46A3_A2024032,153,1.694291e-02,0.029191,0.049613,0.134858,158.187500,135.060364,0.000000,0,8,9.780254e-03,0.011850,0.008234,0.025347,0.000110,0.004787,0.708628,0.853539,1.231191,1.106091,0.077368,0.324085
TEMPO_RADT_L1_V04_20240211T121126Z_S001G05,12.596092,34.306980,-120.148651,120,1,VNP46A3_A2024032,153,1.694291e-02,0.029191,0.049613,0.134858,158.187500,135.764343,0.000000,0,0,1.105467e-02,0.004904,0.008962,0.023613,-0.000070,0.004473,0.715465,0.903881,1.243463,1.297427,0.079121,0.382909
TEMPO_RADT_L1_V04_20240212T000122Z_S014G01,12.596092,34.159916,-63.479610,121,1,VNP46A3_A2024032,95,-6.556669e-03,-0.008367,0.042885,0.135966,150.343674,92.570526,0.000000,0,4,1.155895e-02,0.020222,0.005616,0.029503,0.000215,0.002780,0.698348,0.843879,1.221294,1.177896,0.077955,0.347205
TEMPO_RADT_L1_V04_20240212T002701Z_S014G02,12.596092,33.861111,-70.757462,120,1,VNP46A3_A2024032,95,-6.556669e-03,-0.008367,0.042885,0.135966,150.343674,91.579262,0.000000,0,5,1.172385e-02,0.022958,0.007368,0.031555,0.000255,0.003842,0.704374,0.829523,1.229150,1.070737,0.076648,0.316086
TEMPO_RADT_L1_V04_20240212T005228Z_S014G03,12.596092,33.664970,-77.441956,120,1,VNP46A3_A2024032,95,-6.556669e-03,-0.008367,0.042885,0.135966,150.343674,91.039406,0.000000,0,4,3.213511e-03,0.000750,0.012217,0.007617,0.000204,0.004933,0.750143,0.857685,1.291918,1.081097,0.076228,0.309559
TEMPO_RADT_L1_V04_20240212T011754Z_S014G04,12.596092,33.553005,-83.811890,120,1,VNP46A3_A2024032,95,-6.556669e-03,-0.008367,0.042885,0.135966,150.343674,90.771301,0.000000,0,57,1.842602e-04,-0.012459,0.012523,-0.007796,0.000250,0.004807,0.759066,0.856074,1.306644,1.115186,0.076800,0.318314
TEMPO_RADT_L1_V04_20240212T014321Z_S014G05,12.596092,33.511879,-90.040031,120,1,VNP46A3_A2024032,95,-6.556669e-03,-0.008367,0.042885,0.135966,150.343674,90.624817,0.000000,0,289,6.849358e-03,-0.013619,0.013756,-0.032203,-0.000075,0.000507,0.749795,0.853033,1.290565,1.137953,0.076916,0.327734
TEMPO_RADT_L1_V04_20240215T103037Z_S001G01,12.596092,37.432316,-92.926857,101,1,VNP46A3_A2024032,93,-1.124730e-02,0.033292,0.028665,0.040213,104.470688,125.782433,0.000000,0,2,7.684225e-03,-0.002329,0.015177,-0.010564,0.000027,0.000899,0.745220,0.855270,1.276742,1.085725,0.076465,0.306050
TEMPO_RADT_L1_V04_20240215T105202Z_S001G02,12.596092,37.484039,-98.455765,100,1,VNP46A3_A2024032,93,-1.124730e-02,0.033292,0.028665,0.040213,104.470688,125.617813,0.000000,0,4,8.232768e-03,-0.006792,0.013803,-0.004146,0.000098,0.002364,0.742703,0.853753,1.280359,1.068091,0.076337,0.303105
TEMPO_RADT_L1_V04_20240215T111314Z_S001G03,12.596092,37.589878,-104.040871,100,1,VNP46A3_A2024032,93,-1.124730e-02,0.033292,0.028665,0.040213,104.470688,125.387833,0.000000,0,4,1.064689e-02,0.022616,0.010704,0.032666,0.000298,0.004520,0.737068,0.845168,1.269497,1.079375,0.077793,0.308251
TEMPO_RADT_L1_V04_20240216T010338Z_S015G01,12.596092,38.206131,-60.928604,101,1,VNP46A3_A2024032,15,-1.901624e-02,0.024118,0.060668,0.121908,96.797729,52.511990,0.000000,0,0,4.256505e-03,0.011322,0.000082,0.013406,0.000114,0.001281,0.702766,0.808597,1.238653,1.028205,0.077225,0.303556
TEMPO_RADT_L1_V04_20240216T012503Z_S015G02,12.596092,37.870186,-67.621918,100,1,VNP46A3_A2024032,15,-1.901624e-02,0.024118,0.060668,0.121908,96.797729,51.239525,0.000000,52,0,3.821238e-03,0.011180,0.000922,0.012886,-0.000301,0.002311,0.706789,0.804930,1.239932,1.024088,0.078652,0.302380
TEMPO_RADT_L1_V04_20240216T014615Z_S015G03,12.596092,37.628719,-73.735100,100,1,VNP46A3_A2024032,15,-1.901624e-02,0.024118,0.060668,0.121908,96.797729,50.388119,0.000000,0,0,-1.047640e-03,-0.018497,0.010601,-0.019261,0.000395,0.001004,0.737869,0.831293,1.279995,1.049625,0.076225,0.302001
TEMPO_RADT_L1_V04_20240216T103052Z_S001G01,12.596092,37.784195,-109.803131,101,1,VNP46A3_A2024032,51,7.663980e-03,0.033334,0.029068,0.049615,91.892235,112.413483,0.000000,0,3,3.650420e-03,0.000359,0.005909,-0.005402,0.000159,0.001038,0.720132,0.820453,1.257001,1.042244,0.077669,0.303098
TEMPO_RADT_L1_V04_20240216T105217Z_S001G02,12.596092,38.061913,-116.067696,100,1,VNP46A3_A2024032,51,7.663980e-03,0.033334,0.029068,0.049615,91.892235,111.632828,0.000000,0,0,6.675060e-03,-0.007269,0.009177,-0.005181,-0.000070,0.002233,0.722261,0.830057,1.267812,1.047360,0.076519,0.302494
TEMPO_RADT_L1_V04_20240216T111329Z_S001G03,12.596092,38.443394,-122.889519,100,1,VNP46A3_A2024032,51,7.663980e-03,0.033334,0.029068,0.049615,91.892235,110.478241,0.000000,0,4,6.174720e-03,0.014766,0.009053,0.022489,-0.000056,0.003324,0.719908,0.826944,1.259681,1.047433,0.076851,0.304632
TEMPO_RADT_L1_V04_20240217T010316Z_S015G01,12.596092,37.445442,-80.154869,126,1,VNP46A3_A2024032,67,-2.109264e-03,0.035731,0.036050,0.274159,84.509727,25.583300,0.000000,0,4,6.818933e-04,0.017324,0.000915,0.026038,0.000303,0.001181,0.827105,0.882545,1.412235,1.113543,0.076200,0.304800
TEMPO_RADT_L1_V04_20240217T012959Z_S015G02,12.596092,37.363598,-87.067032,125,1,VNP46A3_A2024032,67,-2.109264e-03,0.035731,0.036050,0.274159,84.509727,25.123211,0.000000,0,7,1.028514e-02,-0.007025,0.015053,-0.010524,-0.000024,0.001778,0.806794,0.877293,1.389900,1.097222,0.075856,0.300514
TEMPO_RADT_L1_V04_20240217T103107Z_S001G01,12.596092,37.437084,-92.928017,101,1,VNP46A3_A2024032,90,9.453834e-03,-0.009199,0.026840,0.043256,79.703056,111.257881,0.000000,0,4,7.918792e-03,-0.003824,0.011798,-0.009889,-0.000599,0.000117,0.741337,0.850911,1.271284,1.097376,0.080762,0.312610
TEMPO_RADT_L1_V04_20240217T105232Z_S001G02,12.596092,37.495846,-98.444649,100,1,VNP46A3_A2024032,90,9.453834e-03,-0.009199,0.026840,0.043256,79.703056,111.027649,0.000000,0,0,7.752212e-03,0.004801,0.012413,0.007778,-0.000162,0.001950,0.742091,0.847996,1.274467,1.057728,0.077637,0.299326
TEMPO_RADT_L1_V04_20240217T111344Z_S001G03,12.596092,37.606472,-104.030045,100,1,VNP46A3_A2024032,90,9.453834e-03,-0.009199,0.026840,0.043256,79.703056,110.704384,0.000000,48,4,1.082070e-02,0.010533,0.010025,0.018142,0.000414,0.003374,0.732266,0.860325,1.264323,1.114173,0.083051,0.316602
TEMPO_RADT_L1_V04_20240218T010254Z_S015G01,12.596092,38.191723,-60.965141,101,1,VNP46A3_A2024032,24,-8.657961e-03,-0.008163,0.034849,0.037933,72.495392,28.288301,0.000000,850,0,1.197774e-02,0.026626,0.013221,0.020808,0.000197,-0.000728,0.763587,0.847095,1.386233,1.091516,0.084782,0.317162
TEMPO_RADT_L1_V04_20240218T012419Z_S015G02,12.596092,37.862183,-67.648994,100,1,VNP46A3_A2024032,24,-8.657961e-03,-0.008163,0.034849,0.037933,72.495392,27.007162,0.000000,1388,2,9.498461e-03,0.028186,0.007708,0.014244,-0.002405,-0.001916,0.758295,0.843440,1.372322,1.071029,0.083434,0.308528
TEMPO_RADT_L1_V04_20240218T014531Z_S015G03,12.596092,37.628433,-73.749527,100,1,VNP46A3_A2024032,24,-8.657961e-03,-0.008163,0.034849,0.037933,72.495392,26.158365,0.000000,221,0,-1.129924e-02,-0.048441,0.002691,-0.034780,-0.002603,0.002794,0.842101,0.901633,1.509654,1.138229,0.082348,0.309938
TEMPO_RADT_L1_V04_20240218T103121Z_S001G01,12.596092,37.778027,-109.846779,101,1,VNP46A3_A2024032,43,-1.265748e-02,0.038434,0.041024,0.094067,67.857925,93.720718,0.000000,0,0,4.762982e-03,0.001829,0.007853,0.000095,0.000478,0.000690,0.730887,0.822296,1.286077,1.059525,0.076982,0.306427
TEMPO_RADT_L1_V04_20240218T105246Z_S001G02,12.596092,38.047279,-116.120827,100,1,VNP46A3_A2024032,43,-1.265748e-02,0.038434,0.041024,0.094067,67.857925,92.849106,0.000000,10,0,3.519896e-03,-0.001296,0.006749,-0.000010,-0.000618,0.001522,0.728979,0.828737,1.299016,1.060434,0.078249,0.303335
TEMPO_RADT_L1_V04_20240218T111358Z_S001G03,12.596092,38.434929,-122.945839,100,1,VNP46A3_A2024032,43,-1.265748e-02,0.038434,0.041024,0.094067,67.857925,91.528557,0.000000,0,4,5.137492e-03,0.005139,0.005479,0.010772,-0.000006,0.002102,0.730372,0.834246,1.313969,1.078515,0.078084,0.312246
TEMPO_RADT_L1_V04_20240219T010231Z_S015G01,12.596092,37.464867,-79.456253,101,1,VNP46A3_A2024032,133,-3.096027e-03,0.007820,0.021628,0.043751,60.837482,9.364708,0.000000,0,0,-1.383451e-03,0.016354,0.003415,0.027476,0.000128,0.001427,0.917343,0.901317,1.635512,1.159699,0.076658,0.315366
TEMPO_RADT_L1_V04_20240219T012356Z_S015G02,12.596092,37.378265,-85.072357,100,1,VNP46A3_A2024032,133,-3.096027e-03,0.007820,0.021628,0.043751,60.837482,9.327431,0.000000,0,16,4.620064e-03,-0.000657,0.013097,-0.000113,0.000132,0.000477,0.948466,0.927972,1.698309,1.155940,0.076089,0.298786
TEMPO_RADT_L1_V04_20240219T014508Z_S015G03,12.596092,37.359264,-90.533966,100,1,VNP46A3_A2024032,133,-3.096027e-03,0.007820,0.021628,0.043751,60.837482,9.357393,0.000000,0,0,1.143608e-02,0.006023,0.010069,0.002018,0.000110,0.002171,0.862192,0.890628,1.535109,1.133829,0.076268,0.308151
TEMPO_RADT_L1_V04_20240219T103133Z_S001G01,12.596092,37.438309,-92.973236,101,1,VNP46A3_A2024032,120,-1.282514e-02,-0.000716,0.022728,0.054347,56.303509,95.667191,0.000000,0,2,7.923249e-03,0.010660,0.014863,0.007472,0.000063,0.001254,0.746546,0.853728,1.289524,1.121663,0.077059,0.319579
TEMPO_RADT_L1_V04_20240219T105258Z_S001G02,12.596092,37.488956,-98.506920,100,1,VNP46A3_A2024032,120,-1.282514e-02,-0.000716,0.022728,0.054347,56.303509,95.411995,0.000000,0,9,9.519027e-03,-0.011118,0.013336,-0.008615,0.000047,0.001288,0.742076,0.867544,1.282434,1.076352,0.076215,0.299621
TEMPO_RADT_L1_V04_20240219T111410Z_S001G03,12.596092,37.602329,-104.095871,100,1,VNP46A3_A2024032,120,-1.282514e-02,-0.000716,0.022728,0.054347,56.303509,95.051376,0.000000,0,12,1.083135e-02,0.014780,0.011995,0.022165,0.000118,0.002979,0.740796,0.866644,1.287589,1.135432,0.077428,0.323055
TEMPO_RADT_L1_V04_20240220T010207Z_S015G01,12.596092,38.184311,-61.060890,101,1,VNP46A3_A2024032,32,-3.518152e-02,-0.013181,0.031780,0.044132,49.437790,10.790824,0.000000,0,0,1.507279e-02,0.021363,0.009164,0.018046,0.000099,-0.000302,0.915488,0.875550,1.715199,1.099351,0.076820,0.304014
TEMPO_RADT_L1_V04_20240220T012332Z_S015G02,12.596092,37.854984,-67.737648,100,1,VNP46A3_A2024032,32,-3.518152e-02,-0.013181,0.031780,0.044132,49.437790,10.167018,0.000000,11,2,1.729994e-02,0.021085,0.018146,0.024109,-0.000348,0.002023,0.957944,0.878411,1.794572,1.105460,0.077934,0.300349
TEMPO_RADT_L1_V04_20240220T014444Z_S015G03,12.596092,37.631401,-73.815094,100,1,VNP46A3_A2024032,32,-3.518152e-02,-0.013181,0.031780,0.044132,49.437790,9.832808,0.000000,0,4,-1.994225e-02,-0.034598,-0.008766,-0.031229,0.000490,0.001232,1.069831,0.944037,1.998938,1.176558,0.076085,0.301681
TEMPO_RADT_L1_V04_20240220T103145Z_S001G01,12.596092,37.786858,-109.899193,101,1,VNP46A3_A2024032,38,-1.857796e-03,-0.012596,0.030422,0.080127,44.987514,76.079788,0.000000,1417,2,3.414469e-03,0.011799,0.003973,0.002796,-0.001773,0.000048,0.771658,0.848803,1.397451,1.098227,0.083323,0.311213
TEMPO_RADT_L1_V04_20240220T105310Z_S001G02,12.596092,38.051952,-116.176796,100,1,VNP46A3_A2024032,38,-1.857796e-03,-0.012596,0.030422,0.080127,44.987514,75.177856,0.000000,1682,0,5.610867e-03,-0.000617,0.007630,-0.026610,-0.002567,-0.005362,0.796030,0.872228,1.485006,1.110883,0.081493,0.310678
